"","metric","lat","lon","year","value","sp","latforsim"
"sims2mean41.LeafUnfoldingDate.971","LeafUnfoldingDate",41.9,2,1997,84.24,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.981","LeafUnfoldingDate",41.9,2,1998,91.123,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.991","LeafUnfoldingDate",41.9,2,1999,92.241,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1001","LeafUnfoldingDate",41.9,2,2000,90.953,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1011","LeafUnfoldingDate",41.9,3,1951,91.174,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1021","LeafUnfoldingDate",41.9,3,1952,85.059,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1031","LeafUnfoldingDate",41.9,3,1953,92.355,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1041","LeafUnfoldingDate",41.9,3,1954,91.296,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1051","LeafUnfoldingDate",41.9,3,1955,91.847,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1061","LeafUnfoldingDate",41.9,3,1956,92.625,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1071","LeafUnfoldingDate",41.9,3,1957,84.944,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1081","LeafUnfoldingDate",41.9,3,1958,93.068,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1091","LeafUnfoldingDate",41.9,3,1959,91.064,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1101","LeafUnfoldingDate",41.9,3,1960,90.419,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1111","LeafUnfoldingDate",41.9,3,1961,85.609,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1121","LeafUnfoldingDate",41.9,3,1962,95.433,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1131","LeafUnfoldingDate",41.9,3,1963,89.519,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1141","LeafUnfoldingDate",41.9,3,1964,92.427,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1151","LeafUnfoldingDate",41.9,3,1965,90.584,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1161","LeafUnfoldingDate",41.9,3,1966,93.912,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1171","LeafUnfoldingDate",41.9,3,1967,87.017,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1181","LeafUnfoldingDate",41.9,3,1968,92.913,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1191","LeafUnfoldingDate",41.9,3,1969,95.908,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1201","LeafUnfoldingDate",41.9,3,1970,100.797,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1211","LeafUnfoldingDate",41.9,3,1971,99.566,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1221","LeafUnfoldingDate",41.9,3,1972,91.866,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1231","LeafUnfoldingDate",41.9,3,1973,95.699,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1241","LeafUnfoldingDate",41.9,3,1974,90.476,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1251","LeafUnfoldingDate",41.9,3,1975,102.791,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1261","LeafUnfoldingDate",41.9,3,1976,93.44,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1271","LeafUnfoldingDate",41.9,3,1977,84.641,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1281","LeafUnfoldingDate",41.9,3,1978,91.742,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1291","LeafUnfoldingDate",41.9,3,1979,92.479,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1301","LeafUnfoldingDate",41.9,3,1980,92.582,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1311","LeafUnfoldingDate",41.9,3,1981,84.297,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1321","LeafUnfoldingDate",41.9,3,1982,97.684,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1331","LeafUnfoldingDate",41.9,3,1983,92.286,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1341","LeafUnfoldingDate",41.9,3,1984,100.676,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1351","LeafUnfoldingDate",41.9,3,1985,95.119,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1361","LeafUnfoldingDate",41.9,3,1986,95.676,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1371","LeafUnfoldingDate",41.9,3,1987,96.768,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1381","LeafUnfoldingDate",41.9,3,1988,89.851,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1391","LeafUnfoldingDate",41.9,3,1989,87.567,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1401","LeafUnfoldingDate",41.9,3,1990,84.627,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1411","LeafUnfoldingDate",41.9,3,1991,88.178,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1421","LeafUnfoldingDate",41.9,3,1992,92.486,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1431","LeafUnfoldingDate",41.9,3,1993,91.985,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1441","LeafUnfoldingDate",41.9,3,1994,83.858,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1451","LeafUnfoldingDate",41.9,3,1995,94.11,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1461","LeafUnfoldingDate",41.9,3,1996,96.392,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1471","LeafUnfoldingDate",41.9,3,1997,82.619,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1481","LeafUnfoldingDate",41.9,3,1998,91.028,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1491","LeafUnfoldingDate",41.9,3,1999,90.244,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1501","LeafUnfoldingDate",41.9,3,2000,88.478,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1511","LeafUnfoldingDate",41.9,4,1951,88.063,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1521","LeafUnfoldingDate",41.9,4,1952,85.227,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1531","LeafUnfoldingDate",41.9,4,1953,91.23,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1541","LeafUnfoldingDate",41.9,4,1954,89.319,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1551","LeafUnfoldingDate",41.9,4,1955,89.031,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1561","LeafUnfoldingDate",41.9,4,1956,90.605,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1571","LeafUnfoldingDate",41.9,4,1957,84.735,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1581","LeafUnfoldingDate",41.9,4,1958,91.537,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1591","LeafUnfoldingDate",41.9,4,1959,90.493,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1601","LeafUnfoldingDate",41.9,4,1960,90.166,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1611","LeafUnfoldingDate",41.9,4,1961,84.988,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1621","LeafUnfoldingDate",41.9,4,1962,94.344,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1631","LeafUnfoldingDate",41.9,4,1963,87.746,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1641","LeafUnfoldingDate",41.9,4,1964,91.004,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1651","LeafUnfoldingDate",41.9,4,1965,88.791,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1661","LeafUnfoldingDate",41.9,4,1966,91.9,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1671","LeafUnfoldingDate",41.9,4,1967,88.036,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1681","LeafUnfoldingDate",41.9,4,1968,91.6,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1691","LeafUnfoldingDate",41.9,4,1969,94.712,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1701","LeafUnfoldingDate",41.9,4,1970,96.766,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1711","LeafUnfoldingDate",41.9,4,1971,97.497,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1721","LeafUnfoldingDate",41.9,4,1972,90.532,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1731","LeafUnfoldingDate",41.9,4,1973,94.703,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1741","LeafUnfoldingDate",41.9,4,1974,88.653,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1751","LeafUnfoldingDate",41.9,4,1975,101.657,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1761","LeafUnfoldingDate",41.9,4,1976,92.194,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1771","LeafUnfoldingDate",41.9,4,1977,85.753,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1781","LeafUnfoldingDate",41.9,4,1978,89.539,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1791","LeafUnfoldingDate",41.9,4,1979,91.532,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1801","LeafUnfoldingDate",41.9,4,1980,91.409,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1811","LeafUnfoldingDate",41.9,4,1981,83.984,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1821","LeafUnfoldingDate",41.9,4,1982,95.998,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1831","LeafUnfoldingDate",41.9,4,1983,89.493,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1841","LeafUnfoldingDate",41.9,4,1984,98.758,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1851","LeafUnfoldingDate",41.9,4,1985,93.607,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1861","LeafUnfoldingDate",41.9,4,1986,93.084,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1871","LeafUnfoldingDate",41.9,4,1987,95.619,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1881","LeafUnfoldingDate",41.9,4,1988,88.633,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1891","LeafUnfoldingDate",41.9,4,1989,86.577,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1901","LeafUnfoldingDate",41.9,4,1990,84.99,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1911","LeafUnfoldingDate",41.9,4,1991,88.012,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1921","LeafUnfoldingDate",41.9,4,1992,90.203,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1931","LeafUnfoldingDate",41.9,4,1993,89.259,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1941","LeafUnfoldingDate",41.9,4,1994,83.317,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1951","LeafUnfoldingDate",41.9,4,1995,92.377,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1961","LeafUnfoldingDate",41.9,4,1996,92.395,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1971","LeafUnfoldingDate",41.9,4,1997,83.605,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1981","LeafUnfoldingDate",41.9,4,1998,91.201,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.1991","LeafUnfoldingDate",41.9,4,1999,88.369,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2001","LeafUnfoldingDate",41.9,4,2000,85.789,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2011","LeafUnfoldingDate",41.9,5,1951,86.348,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2021","LeafUnfoldingDate",41.9,5,1952,86.147,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2031","LeafUnfoldingDate",41.9,5,1953,91.045,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2041","LeafUnfoldingDate",41.9,5,1954,88.82,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2051","LeafUnfoldingDate",41.9,5,1955,87.699,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2061","LeafUnfoldingDate",41.9,5,1956,90.424,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2071","LeafUnfoldingDate",41.9,5,1957,85.362,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2081","LeafUnfoldingDate",41.9,5,1958,89.975,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2091","LeafUnfoldingDate",41.9,5,1959,90.499,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2101","LeafUnfoldingDate",41.9,5,1960,89.057,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2111","LeafUnfoldingDate",41.9,5,1961,84.055,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2121","LeafUnfoldingDate",41.9,5,1962,94.357,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2131","LeafUnfoldingDate",41.9,5,1963,87.938,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2141","LeafUnfoldingDate",41.9,5,1964,88.749,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2151","LeafUnfoldingDate",41.9,5,1965,87.753,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2161","LeafUnfoldingDate",41.9,5,1966,91.285,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2171","LeafUnfoldingDate",41.9,5,1967,89.603,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2181","LeafUnfoldingDate",41.9,5,1968,90.704,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2191","LeafUnfoldingDate",41.9,5,1969,94.829,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2201","LeafUnfoldingDate",41.9,5,1970,93.865,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2211","LeafUnfoldingDate",41.9,5,1971,95.196,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2221","LeafUnfoldingDate",41.9,5,1972,89.23,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2231","LeafUnfoldingDate",41.9,5,1973,93.608,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2241","LeafUnfoldingDate",41.9,5,1974,87.66,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2251","LeafUnfoldingDate",41.9,5,1975,98.878,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2261","LeafUnfoldingDate",41.9,5,1976,91.122,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2271","LeafUnfoldingDate",41.9,5,1977,87.738,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2281","LeafUnfoldingDate",41.9,5,1978,89.358,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2291","LeafUnfoldingDate",41.9,5,1979,91.155,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2301","LeafUnfoldingDate",41.9,5,1980,91.054,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2311","LeafUnfoldingDate",41.9,5,1981,83.73,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2321","LeafUnfoldingDate",41.9,5,1982,95.165,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2331","LeafUnfoldingDate",41.9,5,1983,88.049,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2341","LeafUnfoldingDate",41.9,5,1984,97.245,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2351","LeafUnfoldingDate",41.9,5,1985,92.763,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2361","LeafUnfoldingDate",41.9,5,1986,91.88,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2371","LeafUnfoldingDate",41.9,5,1987,95.229,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2381","LeafUnfoldingDate",41.9,5,1988,88.377,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2391","LeafUnfoldingDate",41.9,5,1989,86.427,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2401","LeafUnfoldingDate",41.9,5,1990,87.623,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2411","LeafUnfoldingDate",41.9,5,1991,88.727,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2421","LeafUnfoldingDate",41.9,5,1992,89.947,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2431","LeafUnfoldingDate",41.9,5,1993,88.407,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2441","LeafUnfoldingDate",41.9,5,1994,83.604,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2451","LeafUnfoldingDate",41.9,5,1995,91.583,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2461","LeafUnfoldingDate",41.9,5,1996,90.909,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2471","LeafUnfoldingDate",41.9,5,1997,83.215,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2481","LeafUnfoldingDate",41.9,5,1998,90.432,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2491","LeafUnfoldingDate",41.9,5,1999,86.32,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2501","LeafUnfoldingDate",41.9,5,2000,85.786,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2511","LeafUnfoldingDate",41.9,6,1951,87.542,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2521","LeafUnfoldingDate",41.9,6,1952,86.484,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2531","LeafUnfoldingDate",41.9,6,1953,90.418,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2541","LeafUnfoldingDate",41.9,6,1954,89.027,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2551","LeafUnfoldingDate",41.9,6,1955,87.968,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2561","LeafUnfoldingDate",41.9,6,1956,90.18,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2571","LeafUnfoldingDate",41.9,6,1957,86.066,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2581","LeafUnfoldingDate",41.9,6,1958,88.644,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2591","LeafUnfoldingDate",41.9,6,1959,91.413,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2601","LeafUnfoldingDate",41.9,6,1960,90.971,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2611","LeafUnfoldingDate",41.9,6,1961,86.045,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2621","LeafUnfoldingDate",41.9,6,1962,93.788,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2631","LeafUnfoldingDate",41.9,6,1963,89.646,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2641","LeafUnfoldingDate",41.9,6,1964,86.098,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2651","LeafUnfoldingDate",41.9,6,1965,87.358,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2661","LeafUnfoldingDate",41.9,6,1966,91.478,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2671","LeafUnfoldingDate",41.9,6,1967,91.168,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2681","LeafUnfoldingDate",41.9,6,1968,90.743,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2691","LeafUnfoldingDate",41.9,6,1969,96.411,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2701","LeafUnfoldingDate",41.9,6,1970,91.77,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2711","LeafUnfoldingDate",41.9,6,1971,94.235,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2721","LeafUnfoldingDate",41.9,6,1972,88.936,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2731","LeafUnfoldingDate",41.9,6,1973,92.908,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2741","LeafUnfoldingDate",41.9,6,1974,87.681,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2751","LeafUnfoldingDate",41.9,6,1975,98.753,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2761","LeafUnfoldingDate",41.9,6,1976,90.892,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2771","LeafUnfoldingDate",41.9,6,1977,90.44,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2781","LeafUnfoldingDate",41.9,6,1978,91.225,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2791","LeafUnfoldingDate",41.9,6,1979,92.804,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2801","LeafUnfoldingDate",41.9,6,1980,90.89,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2811","LeafUnfoldingDate",41.9,6,1981,84.948,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2821","LeafUnfoldingDate",41.9,6,1982,95.627,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2831","LeafUnfoldingDate",41.9,6,1983,89.972,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2841","LeafUnfoldingDate",41.9,6,1984,95.627,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2851","LeafUnfoldingDate",41.9,6,1985,92.683,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2861","LeafUnfoldingDate",41.9,6,1986,91.592,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2871","LeafUnfoldingDate",41.9,6,1987,95.034,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2881","LeafUnfoldingDate",41.9,6,1988,89.987,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2891","LeafUnfoldingDate",41.9,6,1989,88.363,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2901","LeafUnfoldingDate",41.9,6,1990,91.327,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2911","LeafUnfoldingDate",41.9,6,1991,89.72,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2921","LeafUnfoldingDate",41.9,6,1992,89.729,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2931","LeafUnfoldingDate",41.9,6,1993,87.696,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2941","LeafUnfoldingDate",41.9,6,1994,84.319,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2951","LeafUnfoldingDate",41.9,6,1995,92.448,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2961","LeafUnfoldingDate",41.9,6,1996,90.396,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2971","LeafUnfoldingDate",41.9,6,1997,84.733,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2981","LeafUnfoldingDate",41.9,6,1998,90.361,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.2991","LeafUnfoldingDate",41.9,6,1999,87.144,"Quercus","41"
"sims2mean41.LeafUnfoldingDate.3001","LeafUnfoldingDate",41.9,6,2000,89.293,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1100","FlowerDormancyBreakDate",41.9,1,1951,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2100","FlowerDormancyBreakDate",41.9,1,1952,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.310","FlowerDormancyBreakDate",41.9,1,1953,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.410","FlowerDormancyBreakDate",41.9,1,1954,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.510","FlowerDormancyBreakDate",41.9,1,1955,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.610","FlowerDormancyBreakDate",41.9,1,1956,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.710","FlowerDormancyBreakDate",41.9,1,1957,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.810","FlowerDormancyBreakDate",41.9,1,1958,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.910","FlowerDormancyBreakDate",41.9,1,1959,61,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1010","FlowerDormancyBreakDate",41.9,1,1960,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1110","FlowerDormancyBreakDate",41.9,1,1961,57,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1210","FlowerDormancyBreakDate",41.9,1,1962,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1310","FlowerDormancyBreakDate",41.9,1,1963,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1410","FlowerDormancyBreakDate",41.9,1,1964,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1510","FlowerDormancyBreakDate",41.9,1,1965,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1610","FlowerDormancyBreakDate",41.9,1,1966,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1710","FlowerDormancyBreakDate",41.9,1,1967,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1810","FlowerDormancyBreakDate",41.9,1,1968,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.1910","FlowerDormancyBreakDate",41.9,1,1969,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2010","FlowerDormancyBreakDate",41.9,1,1970,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2110","FlowerDormancyBreakDate",41.9,1,1971,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2210","FlowerDormancyBreakDate",41.9,1,1972,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2310","FlowerDormancyBreakDate",41.9,1,1973,56,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2410","FlowerDormancyBreakDate",41.9,1,1974,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2510","FlowerDormancyBreakDate",41.9,1,1975,56,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2610","FlowerDormancyBreakDate",41.9,1,1976,57,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2710","FlowerDormancyBreakDate",41.9,1,1977,57,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2810","FlowerDormancyBreakDate",41.9,1,1978,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.2910","FlowerDormancyBreakDate",41.9,1,1979,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.301","FlowerDormancyBreakDate",41.9,1,1980,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.311","FlowerDormancyBreakDate",41.9,1,1981,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.321","FlowerDormancyBreakDate",41.9,1,1982,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.331","FlowerDormancyBreakDate",41.9,1,1983,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.341","FlowerDormancyBreakDate",41.9,1,1984,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.351","FlowerDormancyBreakDate",41.9,1,1985,58,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.361","FlowerDormancyBreakDate",41.9,1,1986,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.371","FlowerDormancyBreakDate",41.9,1,1987,60,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.381","FlowerDormancyBreakDate",41.9,1,1988,62,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.391","FlowerDormancyBreakDate",41.9,1,1989,59,"Quercus","41"
"sims2mean41.FlowerDormancyBreakDate.401","FlowerDormancyBreakDate",41.9,1,1990,60,"Quercus","41"
